tweet,brand_product,sentiment,tweet_tokens,hashtag_count,mention_count,weblink_count,tweet_length,punct_count
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw']",1,1,1,15,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw

Buzz 2.0? Lol",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'buzz', '20', 'lol']",1,1,1,18,3
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (via @mention",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'via', 'mention']",1,2,1,17,2
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (via @mention #pcbuzz",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'via', 'mention', 'pcbuzz']",2,2,1,18,2
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw {link}",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'link']",1,1,2,16,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'mention']",1,2,1,16,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw @mention #SocialMedia",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'mention', 'socialmedia']",2,2,1,17,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw // :O",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw']",1,1,1,16,4
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #sxswi",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'sxswi']",2,1,1,16,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw via @mention",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'via', 'mention']",1,2,1,17,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw via @mention @mention",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'via', 'mention', 'mention']",1,3,1,18,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw']",1,1,1,15,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw >> Should be good",Other Google product or service,1,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'sxsw', 'good']",1,1,1,18,3
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} rt @mention #sxsw",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'rt', 'mention', 'sxsw']",1,2,1,17,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} via @mention @mention #SxSW #w2p",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'via', 'mention', 'mention', 'sxsw', 'w2p']",2,3,1,19,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} #privacy ?",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'mention', 'sxsw', 'link', 'privacy', '']",2,2,1,17,2
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} via @mention",Google,1,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'mention', 'sxsw', 'link', 'via', 'mention']",1,3,1,18,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #SXSW {link} via @mention #socialmedia",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'mention', 'sxsw', 'link', 'via', 'mention', 'socialmedia']",2,3,1,19,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link}",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'mention', 'sxsw', 'sxswi', 'link']",2,2,1,17,2
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today @mention #sxsw #sxswi - {link} via @mention",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'mention', 'sxsw', 'sxswi', 'link', 'via', 'mention']",2,3,1,19,2
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today #sxsw {link}",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'sxsw', 'link']",1,1,1,15,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #SXSW {link}",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'sxsw', 'link']",1,1,1,16,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #sxsw rww.to/f6BCEt | O'goody more overload",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'sxsw', 'rwwtof6bcet', 'ogoody', 'overload']",1,1,0,19,5
"RT @mention Google to launch major new social network called Circles, possibly today at SXSW: {link} #sxsw #nfusion",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'sxsw', 'link', 'sxsw', 'nfusion']",2,1,1,18,2
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #SXSW",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'mention', 'link', 'via', 'mention', 'sxsw']",1,3,1,19,1
"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today by @mention {link} via @mention #sxsw #22sxsw",Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'mention', 'link', 'via', 'mention', 'sxsw', '22sxsw']",2,3,1,20,1
RT @mention Google to Launch Major New Social Network Called Circles!!! #google #circles #sxsw {link},Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'google', 'circle', 'sxsw', 'link']",3,1,1,15,3
RT @mention Google to launch new social network at SXSW? - CNET News {link} #sxsw,Other Google product or service,0,"['rt', 'mention', 'google', 'launch', 'new', 'social', 'network', 'sxsw', 'cnet', 'news', 'link', 'sxsw']",1,1,1,14,2
"RT @mention Google to Launch New Social Network Called Circles, Possibly Today {link} {link} #SXSW",Google,0,"['rt', 'mention', 'google', 'launch', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'link', 'sxsw']",1,1,2,15,1
"RT @mention Google to Launch New Social Network Called Circles, Possibly Today {link} {link} #SXSW #sxswi",Google,0,"['rt', 'mention', 'google', 'launch', 'new', 'social', 'network', 'called', 'circle', 'possibly', 'today', 'link', 'link', 'sxsw', 'sxswi']",2,1,2,16,1
"RT @mention Google to launch new social network Circles, linking u more closely to peeps u connect w/most. possibly today @mention #sxsw!",Google,0,"['rt', 'mention', 'google', 'launch', 'new', 'social', 'network', 'circle', 'linking', 'u', 'closely', 'peep', 'u', 'connect', 'wmost', 'possibly', 'today', 'mention', 'sxsw']",1,2,0,22,4
RT @mention Google to launch social network Google Circles at some point - but not at SXSW today. :-( {link} #sxsw,Google,0,"['rt', 'mention', 'google', 'launch', 'social', 'network', 'google', 'circle', 'point', 'sxsw', 'today', 'link', 'sxsw']",1,1,1,19,5
"RT @mention Google trying to fill void for local information with hotpot. If you own a biz, claim it and provide photos and more info. #sxsw",Google,0,"['rt', 'mention', 'google', 'trying', 'fill', 'void', 'local', 'information', 'hotpot', 'biz', 'claim', 'provide', 'photo', 'info', 'sxsw']",1,1,0,26,3
RT @mention Google TV demo at the league for extraordinary hackers. Cool stuff! I like Web apps on TV. #google #sxsw #lxh,Other Google product or service,1,"['rt', 'mention', 'google', 'tv', 'demo', 'league', 'extraordinary', 'hacker', 'cool', 'stuff', 'like', 'web', 'apps', 'tv', 'google', 'sxsw', 'lxh']",3,1,0,22,3
"RT @mention Google TV v 2 be too late, overrun by XBox, PS3, Wii, Netflix and the like; all ready now? #SXSW Barry Diller QA",Google,0,"['rt', 'mention', 'google', 'tv', 'v', '2', 'late', 'overrun', 'xbox', 'ps3', 'wii', 'netflix', 'like', 'ready', 'sxsw', 'barry', 'diller', 'qa']",1,1,0,25,6
"RT @mention Google unveiled new data visualization tool, open source - is it based on gapminder? #bavcID #sxsw [pic]: {link}",Google,0,"['rt', 'mention', 'google', 'unveiled', 'new', 'data', 'visualization', 'tool', 'open', 'source', 'based', 'gapminder', 'bavcid', 'sxsw', 'pic', 'link']",2,1,1,19,6
RT @mention Google VP of consumer products Marissa Mayer says location is everything: {link} #sxsw,Google,0,"['rt', 'mention', 'google', 'vp', 'consumer', 'product', 'marissa', 'mayer', 'say', 'location', 'everything', 'link', 'sxsw']",1,1,1,15,1
RT @mention Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search. Potentially higher margin CPA model vs #Google. #SXSW,Google,0,"['rt', 'mention', 'google', 'v', 'bing', 'bettersearch', 'bing', 'shot', 'success', 'w', 'structured', 'search', 'potentially', 'higher', 'margin', 'cpa', 'model', 'v', 'google', 'sxsw']",3,1,0,24,4
RT @mention Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,Google,0,"['rt', 'mention', 'google', 'incapable', 'disruptive', 'innovation', 'acquired', '89', 'startup', 'last', 'year', 'mention', 'leanstartup', 'sxsw']",2,2,0,21,1
RT @mention Google will launch major new social network called Circles. #SXSW,Google,0,"['rt', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'called', 'circle', 'sxsw']",1,1,0,12,1
"RT @mention Google will preview major new social service, Circles, at #sxsw today, says @mention {link} (ht @mention",Google,0,"['rt', 'mention', 'google', 'preview', 'major', 'new', 'social', 'service', 'circle', 'sxsw', 'today', 'say', 'mention', 'link', 'ht', 'mention']",1,3,1,18,4
TR @mention Google (tries again) to launch a new social network called Circles: {link} #sxsw {link},Google,0,"['tr', 'mention', 'google', 'try', 'launch', 'new', 'social', 'network', 'called', 'circle', 'link', 'sxsw', 'link']",1,1,2,16,3
RT @mention Google's art project would be a great virtual field trip for kids! Museums around the world! #edtech #sxsw,Other Google product or service,1,"['rt', 'mention', 'google', 'art', 'project', 'would', 'great', 'virtual', 'field', 'trip', 'kid', 'museum', 'around', 'world', 'edtech', 'sxsw']",2,1,0,20,3
RT @mention Google's Cutts says reputation and topicality are the 2 keys that matter in site rankings. #qagb #sxsw,Google,0,"['rt', 'mention', 'google', 'cutts', 'say', 'reputation', 'topicality', '2', 'key', 'matter', 'site', 'ranking', 'qagb', 'sxsw']",2,1,0,19,2
"RT @mention Google's Marissa Mayer demo'ing ""contextual discovery"" - using where you are, your history, time of search to refine results. #sxsw",Google,0,"['rt', 'mention', 'google', 'marissa', 'mayer', 'demoing', 'contextual', 'discovery', 'using', 'history', 'time', 'search', 'refine', 'result', 'sxsw']",1,1,0,21,8
"RT @mention Google's Marissa Mayer extolling coolness of Google Mobile Maps v 5.2 ""Mobile surpassed desktop usage 4 1st time this year."" #sxsw #sxswi",Google,1,"['rt', 'mention', 'google', 'marissa', 'mayer', 'extolling', 'coolness', 'google', 'mobile', 'map', 'v', '52', 'mobile', 'surpassed', 'desktop', 'usage', '4', '1st', 'time', 'year', 'sxsw', 'sxswi']",2,1,0,24,5
"RT @mention Google's Marissa Mayer on the location-based 'fast, fun and future' {link} #SXSW #SXSWi",Google,1,"['rt', 'mention', 'google', 'marissa', 'mayer', 'locationbased', 'fast', 'fun', 'future', 'link', 'sxsw', 'sxswi']",2,1,1,15,5
"RT @mention Google's Marissa Mayer on the location-based 'fast, fun and future' via @mention {link} #sxswi #sxsw",Google,0,"['rt', 'mention', 'google', 'marissa', 'mayer', 'locationbased', 'fast', 'fun', 'future', 'via', 'mention', 'link', 'sxswi', 'sxsw']",2,2,1,17,5
"RT @mention Google's Marissa Mayer: ""The mobile phone is a cursor that connects the physical and digital worlds."" #sxsw",Google,0,"['rt', 'mention', 'google', 'marissa', 'mayer', 'mobile', 'phone', 'cursor', 'connects', 'physical', 'digital', 'world', 'sxsw']",1,1,0,19,5
"RT @mention Google's Mobile Future, and the Elusive 'Power of Here"" #SXSW Interactive @mention",Google,0,"['rt', 'mention', 'google', 'mobile', 'future', 'elusive', 'power', 'sxsw', 'interactive', 'mention']",1,2,0,14,4
"RT @mention Google's new ""route-around"" feature gives 3 alternate routes to avoid traffic - collectively saving drivers 2 yrs/day #SXSW",Other Google product or service,1,"['rt', 'mention', 'google', 'new', 'routearound', 'feature', 'give', '3', 'alternate', 'route', 'avoid', 'traffic', 'collectively', 'saving', 'driver', '2', 'yrsday', 'sxsw']",1,1,0,19,6
"RT @mention Google's new ""route-around"" feature gives 3 alternate routes to avoid traffic -collectively saving drivers 2 yrs/day #SXSW",Other Google product or service,1,"['rt', 'mention', 'google', 'new', 'routearound', 'feature', 'give', '3', 'alternate', 'route', 'avoid', 'traffic', 'collectively', 'saving', 'driver', '2', 'yrsday', 'sxsw']",1,1,0,19,6
RT @mention Google's route around traffic function saves users 2 years EVERY DAY. - Marissa Mayer at #sxsw,Google,1,"['rt', 'mention', 'google', 'route', 'around', 'traffic', 'function', 'save', 'user', '2', 'year', 'every', 'day', 'marissa', 'mayer', 'sxsw']",1,1,0,17,3
RT @mention Google's route around traffic function saves users 2 years EVERY DAY. Good for future?  Marissa Mayer at #sxsw,Google,1,"['rt', 'mention', 'google', 'route', 'around', 'traffic', 'function', 'save', 'user', '2', 'year', 'every', 'day', 'good', 'future', 'marissa', 'mayer', 'sxsw']",1,1,0,20,3
RT @mention Got a band you want to promote? Come say hi to the @mention team at the #google party at #maggiemaes! #sxsw,Google,0,"['rt', 'mention', 'got', 'band', 'want', 'promote', 'come', 'say', 'hi', 'mention', 'team', 'google', 'party', 'maggiemaes', 'sxsw']",3,2,0,23,2
RT @mention Got a craving? #SXSW minds created an app for that - Foodspotting {link} #iPhone #apps,iPhone,0,"['rt', 'mention', 'got', 'craving', 'sxsw', 'mind', 'created', 'app', 'foodspotting', 'link', 'iphone', 'apps']",3,1,1,16,2
"RT @mention Got good content, but no Google/Bing love? on SEO, ranking #SXSW {link}",Google,0,"['rt', 'mention', 'got', 'good', 'content', 'googlebing', 'love', 'seo', 'ranking', 'sxsw', 'link']",1,1,1,14,4
RT @mention Got the #VMware Talent Community iPad app rockin and signing up talented professionals tonight! #sxsw {link},iPad or iPhone App,1,"['rt', 'mention', 'got', 'vmware', 'talent', 'community', 'ipad', 'app', 'rockin', 'signing', 'talented', 'professional', 'tonight', 'sxsw', 'link']",2,1,1,18,1
RT @mention Great #longform panel. @mention much web content geared toward workplace reading. IPad/Kindle changed that. #sxsw #jmc322,iPad,0,"['rt', 'mention', 'great', 'longform', 'panel', 'mention', 'much', 'web', 'content', 'geared', 'toward', 'workplace', 'reading', 'ipadkindle', 'changed', 'sxsw', 'jmc322']",3,2,0,18,4
RT @mention Great day at #SXSW -BUT jaloux of @mention & HIS NEW iPad.Look at him on school bus on 1st day of school {link},iPad,1,"['rt', 'mention', 'great', 'day', 'sxsw', 'jaloux', 'mention', 'new', 'ipadlook', 'school', 'bus', '1st', 'day', 'school', 'link']",1,2,1,24,3
"RT @mention Great evening w/ @mention + @mention Into Karateka, Castle Wolfenstein, ChopLifter: Apple // classics. #SXSW #OldSko0l",Apple,1,"['rt', 'mention', 'great', 'evening', 'w', 'mention', 'mention', 'karateka', 'castle', 'wolfenstein', 'choplifter', 'apple', 'classic', 'sxsw', 'oldsko0l']",2,3,0,16,8
RT @mention Great panel w/guys fr @mention @mention @mention & google hotpot! Social recs def not the end for recs. #discotalk #sxsw #sloanxsw,Google,1,"['rt', 'mention', 'great', 'panel', 'wguys', 'fr', 'mention', 'mention', 'mention', 'google', 'hotpot', 'social', 'recs', 'def', 'end', 'recs', 'discotalk', 'sxsw', 'sloanxsw']",3,4,0,22,4
RT @mention Great session by @mention on iPad design. Good UI insights. #tapworthy #HISXSW #SXSW,iPad,1,"['rt', 'mention', 'great', 'session', 'mention', 'ipad', 'design', 'good', 'ui', 'insight', 'tapworthy', 'hisxsw', 'sxsw']",3,2,0,15,2
RT @mention Great UI demo of @mention on @mention {link} #xoom #sxsw #android #tech #tablet,Android,0,"['rt', 'mention', 'great', 'ui', 'demo', 'mention', 'mention', 'link', 'xoom', 'sxsw', 'android', 'tech', 'tablet']",5,3,1,15,0
RT @mention Groups were challenged with coming up with an iPhone app to solve their parenting/start-up issues #sxsw,iPad or iPhone App,0,"['rt', 'mention', 'group', 'challenged', 'coming', 'iphone', 'app', 'solve', 'parentingstartup', 'issue', 'sxsw']",1,1,0,18,2
RT @mention GSD&M & Google's Industry Party Tonight @mention - See u there! {link} #SXSW #Austin #Welivehere #GSDM,Google,0,"['rt', 'mention', 'gsdm', 'google', 'industry', 'party', 'tonight', 'mention', 'see', 'u', 'link', 'sxsw', 'austin', 'welivehere', 'gsdm']",4,2,1,16,5
RT @mention GSD&M and Google.....sitting in a tree {link} #sxsw #gsdm,Google,0,"['rt', 'mention', 'gsdm', 'googlesitting', 'tree', 'link', 'sxsw', 'gsdm']",2,1,1,11,6
"RT @mention Guy on the couch playing with his white iPad 2 while MashBash parties around him is making a statement, dammit. #sxsw",iPad,0,"['rt', 'mention', 'guy', 'couch', 'playing', 'white', 'ipad', '2', 'mashbash', 'party', 'around', 'making', 'statement', 'dammit', 'sxsw']",1,1,0,23,2
"RT @mention Guys, if you ever plan on attending #SXSW, you need 4 things, skinny jeans, flannel shirt, beard and an iPad #imanoutcast...",iPad,1,"['rt', 'mention', 'guy', 'ever', 'plan', 'attending', 'sxsw', 'need', '4', 'thing', 'skinny', 'jean', 'flannel', 'shirt', 'beard', 'ipad', 'imanoutcast']",2,1,0,23,8
"RT @mention Hah! Found the ""popup"" Apple store where the iPad 2 will be on sale 2moro - gold's gym at 6th and Congress: {link} #sxsw",iPad,1,"['rt', 'mention', 'hah', 'found', 'popup', 'apple', 'store', 'ipad', '2', 'sale', '2moro', 'gold', 'gym', '6th', 'congress', 'link', 'sxsw']",1,1,1,25,6
"RT @mention haha, Google serving pies at the #sxsw booth at 3/14 1:59 pm.",Google,0,"['rt', 'mention', 'haha', 'google', 'serving', 'pie', 'sxsw', 'booth', '314', '159', 'pm']",1,1,0,14,4
RT @mention Hand-Held Hobo: Drafthouse launches Hobo With a Shotgun iPhone app #SXSW {link},iPad or iPhone App,1,"['rt', 'mention', 'handheld', 'hobo', 'drafthouse', 'launch', 'hobo', 'shotgun', 'iphone', 'app', 'sxsw', 'link']",1,1,1,14,2
RT @mention Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ? At #busy #sxsw,iPhone,0,"['rt', 'mention', 'spontaniety', 'life', 'replaced', 'technology', 'iphone', 'battery', 'dy', 'go', 'home', 'great', 'busy', 'sxsw']",2,1,0,22,3
"RT @mention Have decided I need an ipad. #usguys #sxsw - I agree, you do!",iPad,1,"['rt', 'mention', 'decided', 'need', 'ipad', 'usguys', 'sxsw', 'agree']",2,1,0,14,4
RT @mention Having a hard time tweeting and using iPhone here at #SXSW. Using iPad and it's much better. #HISXSW,iPad,1,"['rt', 'mention', 'hard', 'time', 'tweeting', 'using', 'iphone', 'sxsw', 'using', 'ipad', 'much', 'better', 'hisxsw']",2,1,0,20,3
RT @mention Having fun creating a dynamic Google doc with @mention from opposite sides of the #killcommunity room #sxsw,Other Google product or service,1,"['rt', 'mention', 'fun', 'creating', 'dynamic', 'google', 'doc', 'mention', 'opposite', 'side', 'killcommunity', 'room', 'sxsw']",2,2,0,19,0
"RT @mention Having fun w/ @mention new Check-In's feature on iPhone | See @mention latest article ""Roll your own 4square"" {link} #SXSW",iPhone,1,"['rt', 'mention', 'fun', 'w', 'mention', 'new', 'checkins', 'feature', 'iphone', 'see', 'mention', 'latest', 'article', 'roll', '4square', 'link', 'sxsw']",1,3,1,21,6
RT @mention Having so much fun handing out chances to win 2 Audi cars with @mention #SXSW (@mention Apple Store SXSW) {link},Apple,0,"['rt', 'mention', 'much', 'fun', 'handing', 'chance', 'win', '2', 'audi', 'car', 'mention', 'sxsw', 'mention', 'apple', 'store', 'sxsw', 'link']",1,3,1,22,2
"RT @mention HBD! If we all donated a dime... RT @mention everyone coming to #SXSW, a friendly reminder that iPad 2 out Friday & my birthday is Saturday",iPad,0,"['rt', 'mention', 'hbd', 'donated', 'dime', 'rt', 'mention', 'everyone', 'coming', 'sxsw', 'friendly', 'reminder', 'ipad', '2', 'friday', 'birthday', 'saturday']",1,2,0,27,6
RT @mention heading to @mention #pvhouse? first 2 snackers to tweet us & find one of our popchicks will #win an iPhone 4 case! #sxsw,iPhone,0,"['rt', 'mention', 'heading', 'mention', 'pvhouse', 'first', '2', 'snacker', 'tweet', 'u', 'find', 'one', 'popchicks', 'win', 'iphone', '4', 'case', 'sxsw']",3,2,0,24,3
RT @mention Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link},iPhone,1,"['rt', 'mention', 'heading', 'austin', 'sxsw', 'mention', 'austin', 'guide', 'iphone', 'free', 'limited', 'time', 'link']",2,2,1,20,1
RT @mention Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp,iPhone,0,"['rt', 'mention', 'heading', 'austin', 'sxsw', 'mention', 'austin', 'guide', 'iphone', 'free', 'limited', 'time', 'link', 'lp']",3,2,1,21,1
RT @mention Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp #travel,iPhone,0,"['rt', 'mention', 'heading', 'austin', 'sxsw', 'mention', 'austin', 'guide', 'iphone', 'free', 'limited', 'time', 'link', 'lp', 'travel']",4,2,1,22,1
RT @mention Heading to Austin for #SXSW? The #LP Austin guide for #iPhone is free for a limited time {link} #travel,iPad or iPhone App,1,"['rt', 'mention', 'heading', 'austin', 'sxsw', 'lp', 'austin', 'guide', 'iphone', 'free', 'limited', 'time', 'link', 'travel']",4,1,1,21,1
RT @mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de Cho #sxsw,Google,1,"['rt', 'mention', 'heading', 'free', 'googlesponsored', 'happy', 'hour', 'semantic', 'web', 'austin', 'mention', 'fogo', 'de', 'cho', 'sxsw']",1,2,0,17,1
RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw [Pop-POP!],Apple,0,"['rt', 'mention', 'heard', 'apple', 'popup', 'store', 'downtown', 'austin', 'pic', 'already', 'gowalla', 'link', 'sxsw', 'poppop']",1,1,1,18,8
RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,iPad,0,"['rt', 'mention', 'heard', 'apple', 'popup', 'store', 'downtown', 'austin', 'pic', 'already', 'gowalla', 'link', 'sxsw', 'ipad2']",2,1,1,18,4
RT @mention Heard at #sxsw #Android is now the leading market share of smart phones in US. #getjarsxsw,Android,1,"['rt', 'mention', 'heard', 'sxsw', 'android', 'leading', 'market', 'share', 'smart', 'phone', 'u', 'getjarsxsw']",3,1,0,18,1
"RT @mention Hearing @mention travels across US through social connections, people wandering around with iPad 2s and t-shirts with QR codes. #sxsw",iPad,0,"['rt', 'mention', 'hearing', 'mention', 'travel', 'across', 'u', 'social', 'connection', 'people', 'wandering', 'around', 'ipad', '2', 'tshirts', 'qr', 'code', 'sxsw']",1,2,0,22,3
RT @mention Hearing that google may launch a social network at an event tonight. #sxsw,Google,0,"['rt', 'mention', 'hearing', 'google', 'may', 'launch', 'social', 'network', 'event', 'tonight', 'sxsw']",1,1,0,15,1
"RT @mention Heat Tracker is a cool heatmap iPhone app overlay for Foursquare, but everything is on fire here #SXSW",iPad or iPhone App,1,"['rt', 'mention', 'heat', 'tracker', 'cool', 'heatmap', 'iphone', 'app', 'overlay', 'foursquare', 'everything', 'fire', 'sxsw']",1,1,0,20,1
RT @mention heh. RT @mention Apple opening temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,0,"['rt', 'mention', 'heh', 'rt', 'mention', 'apple', 'opening', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', '2', 'launch', 'link']",1,2,1,20,1
"RT @mention Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link} #hollergram #sxsw",iPad or iPhone App,0,"['rt', 'mention', 'hello', 'holler', 'gram', 'come', 'take', 'look', 'new', 'first', 'ipad', 'app', 'link', 'hollergram', 'sxsw']",2,1,1,19,5
"RT @mention Helping you clean up and organize all of your news/content, @mention does a great job for you #iPad owners. #sxsw #SXSWi",iPad or iPhone App,1,"['rt', 'mention', 'helping', 'clean', 'organize', 'newscontent', 'mention', 'great', 'job', 'ipad', 'owner', 'sxsw', 'sxswi']",3,2,0,23,3
RT @mention Here it is! Join actsofsharing.com and starting tonight the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,iPad,0,"['rt', 'mention', 'join', 'actsofsharingcom', 'starting', 'tonight', 'person', 'friend', 'city', 'end', 'sxsw', 'win', 'ipad', '2']",1,1,0,27,5
RT @mention Here's Google Realtime for #SXSW {link} via @mention,Google,1,"['rt', 'mention', 'here', 'google', 'realtime', 'sxsw', 'link', 'via', 'mention']",1,2,1,10,1
RT @mention Hey @mention do you have an iPhone? We'd love to turn your art into a iPhone case. Let us know! #zazzlesxsw #sxsw,iPhone,0,"['rt', 'mention', 'hey', 'mention', 'iphone', 'wed', 'love', 'turn', 'art', 'iphone', 'case', 'let', 'u', 'know', 'zazzlesxsw', 'sxsw']",2,2,0,24,4
"RT @mention Hey @mention why not roll a tractor trailer or 2, full of iPads into #SXSW, I bet you would sell the entire inventory out! #justsaying",iPad,1,"['rt', 'mention', 'hey', 'mention', 'roll', 'tractor', 'trailer', '2', 'full', 'ipads', 'sxsw', 'bet', 'would', 'sell', 'entire', 'inventory', 'justsaying']",2,2,0,27,3
"RT @mention Hey #Austin, know a little about #iPhone or #Android, love music & wanna make $20/hour during #SXSW? Please let me know.",iPhone,0,"['rt', 'mention', 'hey', 'austin', 'know', 'little', 'iphone', 'android', 'love', 'music', 'wanna', 'make', '20hour', 'sxsw', 'please', 'let', 'know']",4,1,0,22,7
